AreaZone,IntersectionType,CollisionType,Municipality,Latitude,Longitude,RoadCategory,RoadNumber,TrafficRegime,NrOfTrafficLanes,UpstreamTerminalNumber,DistanceToPR,AccidentSituation,StruckWithFixedObject,StruckWithMovingObject,InitialShockPoint
2,7,6,19,4438604,665108,3,902,2,2,0,0,1,0,1,0
2,2,1,194,,,4,0,2,2,,,1,0,2,1
1,1,7,70,,,1,50,1,3,10,100,2,4,0,9
2,2,3,512,,,4,0,0,1,,,1,6,2,8
2,1,6,131,0,0,3,751,3,0,47,900,1,0,1,3
2,1,6,201,,,4,1,2,2,0,0,1,0,1,2
2,2,6,108,,,4,0,1,2,,,1,0,1,0
1,1,4,13,,,1,1,3,6,7,500,1,0,2,4
2,6,6,43,0,0,4,0,3,2,0,0,1,14,0,1
2,1,6,120,,,4,0,3,1,,,0,0,2,5
2,2,3,445,4331180,-37545,4,,2,2,,,1,0,2,8
1,1,6,5,4,0,4,0,2,1,0,0,1,0,1,1
2,1,6,350,,,4,0,1,1,,,0,0,1,1
2,3,5,41,,,4,0,2,2,,,1,0,2,8
2,1,3,109,,,4,0,1,2,,,1,0,0,8
2,1,7,49,,,3,0,2,4,,,1,0,1,0
2,1,6,383,,,4,0,2,2,,,3,1,0,1
2,1,4,118,,,4,0,1,1,,,1,0,2,4
1,1,5,19,4540830,482072,1,7,3,0,13,400,1,4,2,4
2,1,6,108,4896891,435773,4,0,2,2,,,4,0,1,5
2,1,2,300,,,4,0,1,1,,,1,0,2,3
2,3,3,55,,,4,0,2,2,0,0,1,0,2,3
2,1,6,666,,,3,0,2,2,,,1,1,0,1
2,1,6,514,,,4,0,2,2,,,1,0,1,1
2,4,3,54,,,4,0,3,2,1,0,1,0,2,3
2,1,2,113,4578047,309108,4,0,1,3,,,1,0,2,5
1,1,6,6,,,1,3,1,5,0,600,1,0,2,3
2,3,3,617,,,3,937,2,3,,,1,0,2,7
1,1,7,184,4404500,155400,3,35,2,2,5,50,3,0,5,2
2,1,3,55,,,4,1,2,2,,,1,0,2,2
2,1,3,55,,,4,0,3,2,,,1,0,2,3
2,1,3,672,,,4,0,2,3,,,1,0,2,3
1,1,7,70,,,1,50,1,0,10,15,1,3,0,3
1,1,6,77,4391040,318433,3,7,2,2,36,400,1,8,0,2
2,1,6,563,,,4,0,2,2,,,1,2,0,1
2,1,4,4,,,4,0,2,2,,,1,0,2,4
2,6,7,63,,,4,0,2,2,,,1,8,0,3
2,3,6,88,,,4,0,1,1,,,1,0,1,1
2,1,3,55,,,4,1,2,2,,,1,0,2,3
2,3,3,55,4330298,544680,4,0,2,1,,,1,0,2,8
2,1,7,44,4679470,170639,4,,1,1,,,1,14,0,3
1,1,6,119,0,0,2,7,2,0,22,800,1,0,1,2
2,1,6,555,,,4,0,0,1,,,1,0,1,0
1,1,6,23,0,0,3,43,2,2,4,100,3,13,0,4
2,1,6,184,,,4,0,2,2,,,4,0,1,2
2,1,6,63,,,4,0,1,1,,,1,6,0,1
2,3,6,109,,,4,0,2,2,,,1,0,1,1
1,1,3,84,0,0,3,561,2,0,12,750,1,0,2,5
2,1,7,502,4910880,-106227,4,788,2,2,,,1,12,0,1
2,2,3,271,,,4,0,2,2,,,1,0,2,2
2,1,1,201,,,3,0,2,2,0,100,1,0,2,1
1,5,3,377,,,2,20,3,5,1,900,1,0,2,8
2,1,6,216,0,0,3,74,2,0,7,900,1,8,0,6
1,1,6,245,,,3,932,2,2,0,0,3,13,0,1
2,1,6,276,,,4,0,2,2,,,1,0,1,1
1,1,4,363,,,2,104,3,6,57,400,1,0,2,4
2,6,6,322,,,3,0,2,2,,,1,0,1,5
1,1,1,153,0,0,3,148,2,2,8,234,1,0,2,1
2,1,3,108,0,0,3,9,2,0,0,0,1,0,2,7
2,1,2,19,,,4,,2,6,8308,0,1,0,2,4
2,1,6,16,,,4,,2,2,2009,26,1,0,1,1
1,1,3,604,4910760,253190,3,317,2,2,18,0,1,0,2,6
1,1,7,94,4395910,251733,3,172,2,2,19,280,3,2,0,4
2,1,4,122,,,3,37,3,4,11,250,1,0,2,4
2,1,7,360,,,4,0,2,2,,,4,0,1,0
1,1,6,184,4558300,580900,1,43,1,2,80,100,1,6,0,1
2,2,3,124,,,4,0,1,2,1,0,1,0,2,7
2,8,6,48,4,0,4,0,3,2,0,0,0,0,1,1
1,1,1,14,0,0,3,683,2,2,49,540,1,0,2,3
2,1,5,66,,,4,0,3,4,0,1,1,0,0,8
1,1,6,301,4443486,125942,3,37,2,2,12,400,3,2,6,3
2,3,3,55,4326827,539367,3,559,2,6,,,1,0,2,0
1,2,3,306,0,0,3,4,2,2,4,800,1,0,2,2
1,1,3,73,,,3,0,2,2,,,1,0,2,8
2,1,1,86,4303400,108400,3,117,2,2,91,800,1,0,2,1
2,1,7,129,4962870,-162032,4,595,2,2,,,1,0,0,0
1,1,3,259,,,3,383,1,3,13,800,2,0,2,3
2,6,3,194,,,4,0,0,2,,,1,0,2,7
2,1,3,211,4735600,-249200,3,33,2,2,0,0,1,0,2,8
2,3,2,77,4872860,243063,3,136,2,2,,,1,0,2,4
2,1,2,9,0,0,3,41,3,6,0,550,1,0,2,4
2,1,6,89,4,0,3,2,2,2,4,800,3,8,0,1
2,1,7,112,,,4,0,1,2,,,1,12,0,1
1,1,6,66,4893130,236916,1,1,0,4,3,900,1,0,2,8
1,2,3,9,4879469,7687,3,113,2,2,2,227,1,0,2,3
2,3,3,12,,,2,0,2,2,64,150,1,0,2,2
2,1,6,463,,,4,0,2,2,,,1,0,2,1
2,3,3,414,5025144,295922,3,9,2,2,,,1,0,2,8
2,1,3,31,0,0,3,1,2,0,23,600,1,0,2,3
2,2,3,445,,,4,0,2,2,,,1,0,2,1
2,2,3,116,,,4,0,1,1,,,1,0,2,3
2,2,3,24,,,3,110,2,2,,,1,0,2,3
2,1,6,31,4758590,133611,3,956,2,2,0,0,1,0,2,6
2,2,3,451,4946097,108643,3,121,2,2,10,1724,1,0,2,2
2,1,6,282,,,4,0,1,2,0,0,1,0,1,7
1,1,5,4,0,0,1,8,1,3,174,0,1,14,2,3
1,1,1,496,0,0,3,936,2,2,0,0,1,0,2,1
2,1,6,304,4867971,614816,4,0,2,2,,,1,0,1,3
2,3,6,388,4750612,679422,3,438,2,2,4,480,1,0,1,0
2,1,2,55,4325129,538298,4,0,2,0,,,1,0,2,4
2,1,2,7,4747118,-57272,4,0,2,4,,,1,0,0,6
1,1,7,238,0,0,3,902,2,0,28,300,1,0,0,9
1,1,6,169,4568600,-37100,2,141,2,2,0,0,3,2,0,1
1,1,6,290,0,0,2,2,2,1,,,1,14,0,9
1,1,2,83,,,3,2566,2,2,67,0,1,0,2,4
2,3,6,63,,,4,0,2,2,,,1,0,1,1
1,2,3,127,0,0,3,117,2,1,4,700,1,0,9,7
1,1,1,300,4438110,202925,3,1,2,3,54,200,1,0,0,3
1,1,1,284,4347300,276658,3,907,2,2,34,450,3,6,0,7
1,1,1,87,0,0,3,560,2,2,7,700,1,0,2,3
1,1,2,258,,,1,4,3,5,19,200,1,0,2,4
1,1,7,498,,,1,21,3,4,10,300,2,3,0,2
2,3,7,116,,,4,0,1,2,,,1,0,0,0
1,1,7,28,0,0,3,562,2,2,53,100,3,2,0,1
2,1,7,69,4882420,242501,3,123,2,1,5,405,1,16,0,7
1,3,2,202,,,4,0,2,0,,,1,0,0,4
2,1,4,55,,,4,0,1,0,,,0,1,2,4
1,1,1,173,4836592,626835,3,55,2,2,6,655,1,0,2,4
2,2,7,116,,,4,0,2,2,,,1,0,0,0
2,1,6,40,,,4,0,1,1,,,1,0,1,1
2,1,3,7,,,4,0,1,1,,,3,1,2,7
1,1,1,233,4714200,628200,2,57,2,2,39,700,1,0,2,2
2,6,6,200,4852800,200300,9,0,2,2,0,0,1,12,0,1
1,1,7,65,,,9,0,0,2,,,1,0,0,1
2,1,2,185,,,4,0,2,4,,,1,0,2,4
2,1,5,76,,,2,0,3,6,,,1,6,2,4
2,9,6,281,4504770,505700,6,,0,0,,,0,0,1,3
1,1,4,91,4896412,610655,1,31,3,6,283,0,1,0,9,4
1,9,2,189,5078500,259500,3,947,2,2,0,0,1,0,2,6
1,1,6,106,0,0,3,23,2,2,42,900,1,2,0,1
2,1,2,116,,,4,0,1,4,15,600,0,0,2,4
2,1,6,5,,,4,,1,1,2009,22,1,0,1,1
1,1,6,132,0,0,3,40,2,0,0,800,1,13,0,1
1,1,7,389,,,1,6,1,2,452,700,1,0,0,8
2,1,6,88,,,4,0,2,3,,,1,1,0,1
1,1,2,632,0,0,1,36,3,4,53,900,1,14,2,4
2,3,3,75,,,3,0,2,2,,,1,0,2,3
1,1,1,209,,,2,0,2,2,,,1,0,2,2
2,1,3,29,,,4,0,2,2,,,1,0,2,2
1,1,6,18,0,0,3,504,2,3,2,750,1,2,0,2
1,1,6,155,4682520,299632,3,2076,2,2,4,221,1,0,2,3
2,1,6,123,,,4,0,2,2,,,1,0,1,2
1,3,6,24,,,3,0,1,3,,,1,0,1,1
2,1,5,482,,,4,0,0,2,,,1,0,2,8
2,1,6,120,,,4,0,2,2,,,1,0,1,0
2,1,2,111,,,4,0,1,1,,,1,0,2,6
2,5,7,80,,,2,0,2,2,,,1,12,0,7
2,1,3,120,,,4,0,3,0,,,1,0,2,3
2,1,2,33,0,0,4,0,3,2,0,0,1,0,0,4
2,9,6,113,,,4,0,1,3,,,2,0,2,7
2,2,6,101,,,4,0,1,1,,,1,0,1,4
2,1,2,55,,,4,1,3,4,,,1,0,2,4
1,3,3,398,4885970,328701,3,222,2,2,16,364,1,0,2,2
2,9,4,307,,,3,0,2,2,,,1,0,2,4
2,1,6,400,0,0,3,136,2,2,0,0,1,0,1,3
2,1,2,88,,,4,0,1,2,,,1,0,2,4
2,1,6,214,,,3,12,2,2,4,250,1,0,2,1
2,3,1,10,,,4,0,1,1,0,0,1,0,2,3
2,6,2,527,0,0,9,902,2,2,0,0,1,0,0,6
1,1,6,391,4819042,191082,3,927,2,2,4,350,3,2,0,8
1,1,1,741,0,0,3,1029,2,2,26,500,1,0,2,1
1,1,3,175,,,2,0,2,3,1,0,1,0,2,3
2,1,2,75,4334400,546422,3,44,3,4,1,275,1,0,2,6
2,1,6,7,,,4,0,3,4,,,4,0,1,1
2,9,3,78,,,4,0,2,2,,,1,0,2,6
2,1,3,483,,,2,10,2,3,20,700,1,0,2,2
1,1,6,589,4747300,495600,3,996,2,2,76,400,1,2,0,9
2,1,7,108,,,4,0,1,2,,,1,0,1,0
2,1,6,482,,,4,0,3,2,,,1,0,1,1
2,2,3,238,4812450,-170982,4,,2,0,,,1,0,2,8
2,1,2,445,,,4,0,2,3,,,1,0,2,6
1,1,6,393,4498900,-14200,3,1089,2,2,15,700,3,13,0,1
2,1,7,85,,,4,0,1,3,,,1,0,0,0
1,1,1,269,0,0,3,6,2,2,11,500,1,0,2,1
1,1,2,24,4993686,226197,3,412,2,2,0,200,1,0,2,4
2,2,3,201,,,4,1,1,1,0,0,1,0,2,7
1,1,6,479,0,0,3,980,2,2,24,660,1,7,0,1
1,1,6,151,4389200,718900,3,,1,2,4,500,1,13,0,1
2,1,6,662,0,0,4,0,2,0,0,0,1,0,1,2
1,1,7,419,0,0,4,0,2,2,0,0,1,3,0,3
2,1,7,26,,,3,0,2,3,,,1,0,0,1
2,1,3,66,,,9,0,1,2,0,1,1,0,2,7
2,1,3,482,,,4,0,2,2,,,1,0,2,5
1,1,3,327,,,3,0,2,2,,,1,0,2,8
2,1,6,85,,,4,0,2,4,0,0,1,0,1,7
2,9,3,1,,,2,0,1,3,,,1,0,2,3
1,1,6,249,,,2,0,1,2,44,100,1,4,0,8
2,1,3,22,4876790,240714,4,0,2,2,0,0,1,0,2,4
2,1,2,172,,,3,0,2,2,,,1,0,2,4
2,1,2,63,,,4,0,3,4,,,1,0,2,4
2,1,3,304,,,4,0,2,0,0,0,1,0,2,3
2,1,2,656,,,4,0,2,2,,,1,0,2,4
2,1,6,9,,,2,1,3,6,0,0,1,0,1,1
1,1,3,465,4826815,323366,3,606,2,2,17,500,1,0,2,3
1,1,6,252,,,1,15,1,3,12,400,1,4,0,9
2,1,7,55,,,4,0,2,3,0,0,1,0,0,0
2,2,3,41,5028895,274287,4,0,0,1,,,0,0,2,7
1,1,6,212,0,0,3,931,2,0,4,500,3,2,0,1
1,1,6,143,,,1,25,3,4,15,0,1,3,0,8
2,1,6,55,,,4,0,2,2,0,0,1,0,1,2
1,1,7,236,4869900,757800,3,31,2,2,1,700,1,0,0,0
2,1,6,411,,,4,0,3,2,,,1,0,2,0
1,1,6,141,0,0,1,11,1,3,71,701,3,3,0,9
2,1,6,378,,,4,0,2,2,,,1,11,1,2
2,1,7,4,4892680,227396,4,0,0,2,0,0,1,6,0,1
1,1,1,177,4741400,444900,3,119,2,2,7,210,1,0,2,3
2,1,6,136,,,4,0,2,2,,,1,1,2,5
2,1,7,121,4775916,-336855,4,0,2,2,,,1,0,1,1
2,1,3,477,,,4,0,1,1,,,1,0,2,8
2,1,6,795,4940700,311400,3,2,2,0,0,0,1,0,1,1
2,2,7,117,4889630,231022,4,,1,5,,,1,0,0,8
1,1,2,48,4887340,-116549,1,84,3,4,197,100,2,7,2,6
1,1,6,144,,,9,0,2,0,,,1,0,1,1
2,1,6,120,,,4,0,1,3,31,200,1,4,2,8
2,1,7,278,4813997,-169518,2,136,1,1,18,680,1,0,0,1
2,1,2,55,,,4,1,2,6,,,0,0,2,4
2,3,3,121,4773969,-336875,9,0,2,2,,,1,0,2,8
2,2,7,8,,,4,,2,4,1009,0,1,0,0,0
1,1,1,138,4463100,152000,3,677,2,2,8,400,1,0,2,1
2,1,6,88,,,4,0,2,2,,,1,0,1,3
2,9,6,279,,,6,0,1,0,,,1,0,2,3
2,1,3,481,,,4,0,2,2,,,1,0,2,8
2,1,7,483,4338550,-166316,3,810,1,1,26,740,1,12,0,0
1,1,1,4,0,0,2,2,2,1,36,787,1,3,2,3
1,1,7,261,4738028,67945,3,0,3,4,14,300,1,4,0,1
1,1,5,315,0,0,3,911,2,2,0,0,1,0,2,7
1,1,7,263,0,0,3,925,2,2,1,800,3,0,0,0
2,2,5,193,,,4,0,0,0,1,0,0,0,2,8
2,2,3,118,4,-,3,401,2,2,4,205,1,0,2,5
2,9,6,4,4367511,463095,3,0,2,2,,,1,0,1,2
2,3,3,129,4357165,390570,3,58,3,4,2,500,1,0,2,8
2,6,3,33,,,2,193,2,2,149,970,1,0,2,1
1,9,3,55,0,0,1,50,3,2,0,300,1,0,2,6
2,1,7,72,4344478,563475,3,908,2,1,,,1,6,0,1
2,1,3,327,0,0,4,0,2,0,0,0,1,0,2,2
2,5,3,117,,,4,0,0,0,,,0,0,2,3
2,3,3,159,4678970,172179,4,0,2,2,0,0,1,0,2,3
2,1,5,121,0,0,9,0,1,0,0,0,4,0,2,6
1,1,7,294,4952200,358100,2,2,3,0,53,500,3,0,0,1
2,1,3,107,,,4,0,2,3,,,1,0,2,8
2,1,6,118,,,4,0,1,2,,,1,4,2,7
1,2,1,124,4565814,635163,3,64,2,2,4,390,1,0,2,8
1,1,6,453,0,0,3,2089,0,2,42,350,1,0,1,1
2,1,6,1,4890710,238862,3,20,2,2,0,0,1,0,1,1
1,1,7,118,4845552,-203547,3,795,2,2,4,709,1,8,0,1
2,3,3,129,,,4,0,3,2,,,1,0,2,7
2,2,3,120,,,4,0,2,1,,,1,0,2,8
2,1,3,55,,,4,0,2,2,,,1,0,2,7
2,1,6,75,4333962,545511,3,908,2,2,,,1,0,1,1
2,6,7,238,4809000,-168226,4,,3,2,,,1,12,0,1
2,4,3,17,,,4,0,1,1,1,0,1,0,2,1
1,1,2,338,4458700,480500,1,7,1,3,112,700,1,0,2,4
1,1,7,582,,,1,15,3,8,8,500,1,0,0,0
2,1,6,55,,,4,0,1,3,,,1,2,1,2
2,3,7,173,4964770,-168490,4,664,2,2,,,1,0,0,7
2,3,6,64,4886420,249821,3,30,1,1,0,0,1,0,1,2
2,1,1,3,4822280,373944,3,77,0,2,0,350,1,0,2,1
2,2,7,521,,,4,0,2,1,,,1,0,1,4
2,1,3,122,0,0,4,0,2,0,0,0,1,0,2,8
2,2,3,58,,,4,0,2,2,,,1,0,2,3
1,1,7,266,,,4,38300,3,0,1,500,1,,0,
1,1,6,374,4342200,164000,3,16,2,2,25,960,1,2,0,2
2,5,3,109,,,4,0,1,3,,,1,0,2,2
1,1,7,348,0,0,3,35,2,1,,,1,13,0,1
2,1,6,112,,,4,0,1,1,,,1,0,1,1
1,1,3,139,0,0,3,611,2,2,20,600,1,0,2,7
2,2,3,111,,,4,0,1,2,,,1,15,2,8
2,1,6,119,,,4,0,3,4,28,100,1,0,0,8
1,1,6,258,4782397,-104514,3,150,2,1,2,770,3,13,0,3
2,1,2,278,4696900,315800,3,907,2,2,0,0,1,0,2,6
2,1,6,113,,,4,0,2,2,,,1,6,0,1
1,1,6,333,,,3,0,2,3,40,0,1,0,1,1
2,1,6,159,,,9,0,0,1,0,1,5,0,1,1
1,1,1,277,0,0,4,5,2,2,0,0,1,0,2,3
1,9,1,141,4712000,399600,3,37,2,2,40,500,1,0,2,3
2,2,3,26,,,4,0,2,2,,,1,0,2,3
1,1,1,302,492529,5229019,4,0,3,1,,,1,0,2,1
1,1,7,28,,,4,0,2,1,9,0,1,0,9,9
2,1,6,81,0,0,4,0,2,0,0,0,1,0,1,1
1,1,2,7,4892930,248119,1,3,1,6,10,600,0,0,2,4
2,1,6,119,,,4,0,1,3,,,1,0,1,1
2,1,2,122,,,3,0,2,2,,,1,0,2,4
2,1,6,87,4816680,643426,3,0,2,2,,,1,0,1,1
2,5,3,106,,,4,0,2,2,,,1,0,2,8
2,3,3,358,4849000,153000,9,0,2,2,0,0,1,0,2,5
2,1,3,289,4594673,421951,2,1,3,1,49,300,1,0,9,8
2,2,3,55,,,4,,2,2,,,1,0,2,2
2,1,3,270,,,2,0,3,4,74,300,1,0,2,3
2,3,1,2,,,2,0,2,4,,,1,0,2,2
1,1,1,331,0,0,2,21,2,2,40,930,1,0,2,2
2,1,2,30,,,4,0,2,2,,,1,0,2,4
2,6,7,7,,,4,0,2,2,,,1,0,0,0
2,3,6,136,4,0,4,0,2,1,0,0,0,0,1,8
2,1,7,75,4333952,545475,3,908,2,2,,,1,0,0,9
1,1,3,27,,,1,86,1,2,6,0,2,1,2,8
2,2,2,168,4,0,2,10,3,0,22,250,1,0,2,4
2,2,3,90,,,4,0,2,2,,,1,0,0,0
2,6,2,122,,,2,0,0,1,0,1,1,0,2,4
2,2,4,168,,,2,10,3,4,20,792,1,0,2,4
2,1,6,622,0,0,3,45,2,2,,,1,14,0,1
2,2,3,1,4418800,63092,3,305,2,2,0,1798,1,0,2,1
2,1,6,19,,,4,,1,4,5105,2500,1,0,2,4
1,9,3,830,0,0,3,28,2,0,35,0,1,0,2,3
2,3,3,33,,,4,0,2,2,,,1,0,2,7
1,1,6,113,4,0,1,51,3,4,25,875,3,1,0,1
2,1,7,56,,,4,0,1,3,,,1,0,0,5
1,1,6,543,4919730,-45112,4,,2,2,,,1,14,6,1
2,1,5,259,,,4,0,1,1,,,1,0,2,6
2,3,1,871,5042787,202298,3,154,2,2,,,1,0,0,7
2,2,3,14,,,4,,2,2,1009,0,1,0,2,3
1,1,6,34,,,1,6,1,3,6,830,2,3,0,3
2,1,7,191,,,4,0,1,1,,,1,7,0,2
2,1,2,172,4361437,386511,4,0,2,2,,,1,0,2,8
1,1,3,7,,,1,1,3,3,12,0,1,0,2,7
1,1,7,32,,,2,0,2,2,90,100,3,3,0,7
2,1,3,116,,,4,0,1,4,14,400,1,0,2,8
2,2,6,4,,,3,0,2,2,,,1,0,1,3
2,1,6,73,,,3,0,2,0,,,1,0,1,1
1,2,1,26,0,0,3,11,2,2,4,800,1,0,2,2
2,1,3,350,,,4,0,2,2,,,1,0,2,7
1,1,7,26,4750493,-78480,3,104,2,0,11,250,3,13,0,1
2,1,3,88,,,4,0,2,2,,,1,0,2,8
1,1,2,337,0,0,1,7,3,3,100,800,1,0,2,4
2,1,6,24,,,4,0,1,1,,,1,0,1,2
2,4,2,32,,,4,0,0,2,,,1,0,2,7
1,1,2,55,4,0,1,55,3,2,2,953,1,0,2,4
2,1,7,30,,,4,0,3,2,,,1,4,0,3
1,1,1,536,4906100,178800,3,130,2,2,0,0,1,0,2,3
2,1,2,55,4333792,534974,4,0,0,2,,,1,0,2,4
2,1,6,70,,,4,0,0,0,,,1,0,1,1
2,1,6,29,,,4,0,2,2,,,0,0,1,1
1,1,1,7,4766500,-193800,3,46,2,0,38,800,0,0,2,3
1,1,3,187,0,0,3,68,0,2,12,350,1,0,2,7
2,1,4,238,4810480,-166478,4,0,2,4,,,1,0,2,4
1,2,3,251,0,0,3,67,2,0,10,900,1,0,2,8
1,1,5,15,0,0,3,957,2,2,11,0,1,0,2,3
2,1,3,445,4331637,-36028,6,0,0,0,,,1,0,2,8
2,1,6,109,,,4,0,2,2,,,1,1,0,1
2,4,6,2,,,4,0,2,2,,,1,0,1,1
2,1,1,439,4961100,44400,3,72,2,2,0,0,4,0,0,2
2,3,6,10,,,4,,2,2,,,1,0,2,1
1,1,6,483,4341030,-162180,3,810,2,0,22,200,3,2,0,1
1,1,2,202,4682540,163701,1,20,3,2,61,0,1,0,2,4
1,1,5,469,0,0,3,1004,2,0,16,114,1,0,2,8
2,1,2,117,,,4,0,2,2,0,0,1,0,2,4
2,1,6,1,4352560,544598,4,0,1,1,0,0,1,0,1,0
2,1,6,7,,,4,0,2,2,,,1,0,1,3
1,1,6,230,0,0,3,104,2,0,28,950,1,6,0,1
1,1,1,64,4556790,536068,2,6,2,0,26,333,1,0,2,3
2,1,3,135,4726731,-242288,9,0,2,1,,,1,1,2,0
1,9,2,147,,,3,0,2,2,,,1,0,2,6
2,1,7,194,,,4,0,2,2,0,0,3,16,0,7
2,1,6,3,4329880,347840,4,,2,1,,,4,0,1,1
2,3,3,395,,,4,0,2,2,,,1,0,2,3
2,1,1,631,,,3,662,2,2,51,1,1,0,2,1
2,1,2,113,,,4,0,1,2,,,5,1,2,5
2,1,7,657,,,4,0,2,0,0,100,1,0,1,1
2,1,7,274,4616536,-111034,3,263,0,1,3,0,0,16,0,9
1,1,6,178,4554000,326000,1,75,3,0,32,600,3,0,0,9
2,2,1,21,4,0,4,0,2,2,0,0,1,0,2,1
1,1,3,252,,,2,7,2,3,,,1,0,2,5
2,3,4,555,,,4,0,2,3,,,1,0,2,7
2,1,2,194,,,4,0,2,2,,,1,0,2,5
2,2,5,7,,,3,0,2,3,,,0,0,2,6
1,6,1,283,,,3,112,2,0,0,100,1,3,2,1
2,1,6,66,,,4,0,2,3,,,1,0,1,2
2,1,3,189,4383873,435279,4,0,2,1,,,1,0,2,8
2,6,3,385,0,0,4,0,0,0,0,0,1,0,2,5
2,1,7,9,,,3,0,1,1,,,1,12,0,1
1,1,6,51,4813994,-158131,2,136,3,0,27,900,1,3,0,1
2,1,1,309,,,4,0,2,2,,,1,1,2,4
2,3,2,33,4885390,249347,4,0,2,1,1,0,1,12,2,9
1,1,6,226,4584967,412312,3,38,2,2,41,700,1,2,0,1
1,3,3,15,4849950,-450657,4,1,2,0,0,0,1,0,2,8
2,1,6,119,,,4,0,2,2,,,1,0,1,1
1,1,6,76,4676980,483940,4,0,3,2,,,1,0,0,6
1,1,4,192,4478977,-60632,1,630,3,6,26,500,1,0,2,4
2,1,7,73,,,4,0,1,1,,,4,1,0,1
1,1,7,244,,,1,6,1,2,451,650,1,13,0,8
1,1,1,311,0,0,3,51,2,2,0,0,1,13,2,2
2,2,3,111,,,4,0,1,1,,,1,1,2,7
1,1,3,9,,,3,48,2,2,,,1,0,2,3
1,1,5,71,,,1,552,1,2,2,0,1,0,2,4
1,1,7,66,,,1,1,3,3,2,500,1,0,0,8
1,1,6,134,,,2,0,3,4,0,1,1,0,0,9
1,1,3,57,0,0,3,7,2,0,27,0,1,0,2,8
1,1,3,96,0,0,3,20,2,0,50,500,1,0,2,8
2,1,2,88,,,4,0,2,2,,,1,0,2,4
1,1,1,63,4780700,719300,3,2,2,0,1,140,1,0,2,7
2,2,1,63,,,4,0,3,5,,,4,0,2,3
1,1,2,61,4394841,424758,2,106,3,4,16,200,1,3,2,5
2,2,3,113,,,4,0,1,2,,,1,0,2,5
2,2,3,479,,,4,0,2,2,,,1,0,2,3
1,1,6,105,0,0,3,1,2,2,58,700,3,2,0,9
2,9,6,334,0,0,6,0,0,0,0,0,0,0,1,0
2,3,2,80,4884870,242937,3,43,2,2,0,0,1,0,2,4
2,1,2,109,,,4,0,2,2,0,0,1,0,2,4
2,2,2,186,,,3,0,2,2,,,1,0,2,4
2,2,3,201,,,4,0,2,1,0,100,1,0,2,7
2,1,3,29,,,4,0,0,2,,,1,0,2,9
1,1,6,278,,,1,46,1,3,13,150,3,3,0,1
1,1,4,146,,,1,0,3,4,19,300,1,0,2,4
1,1,2,416,0,0,2,3,3,2,58,600,1,0,2,4
1,1,6,485,0,0,2,13,3,2,5,430,1,3,0,1
2,1,3,113,,,4,,0,2,,,1,0,2,7
1,1,6,201,4945790,140571,2,31,2,3,24,0,1,13,0,2
2,2,3,26,,,3,0,2,4,,,1,0,2,3
2,1,2,68,,,4,0,1,0,,,1,0,2,1
2,5,3,120,,,4,0,2,2,,,1,0,2,8
1,1,6,192,0,0,3,13,2,2,30,700,3,2,0,8
2,1,6,122,4513140,375282,3,131,2,2,4,100,1,0,1,2
2,1,6,381,,,4,0,2,2,,,3,0,1,0
1,1,3,91,,,1,47,3,4,4,200,1,0,2,7
1,1,6,11,4611100,108700,4,0,2,2,0,0,1,0,1,3
1,1,6,32,,,1,1,3,8,11,500,1,4,0,1
2,1,3,163,,,4,0,2,2,,,1,0,2,1
1,1,3,259,4,0,3,936,2,2,37,170,1,0,2,7
2,2,2,447,,,4,0,2,3,,,1,0,2,6
2,1,6,113,,,3,69,2,5,,,1,0,2,4
2,1,6,117,,,6,0,2,0,0,0,1,0,1,3
1,1,1,350,4478400,-13600,3,128,2,2,36,500,1,0,2,3
1,1,6,1,,,1,51,1,1,13,800,0,16,0,9
2,1,1,32,,,2,21,2,2,35,270,1,0,2,2
1,1,1,534,0,0,3,619,2,2,14,300,1,0,2,3
2,1,6,175,4925062,246895,4,,2,2,,,1,0,1,1
2,9,3,73,,,3,0,3,3,,,1,0,2,7
2,3,6,17,,,4,,1,1,1009,0,1,0,1,1
2,1,6,63,,,4,0,1,1,,,4,0,1,4
2,1,6,110,,,4,0,2,4,,,1,0,1,1
1,1,7,96,0,0,3,38,2,2,2,800,3,0,0,3
2,1,7,24,4,-,6,0,2,2,0,0,1,0,1,1
1,1,6,108,,,3,0,2,2,29,732,3,2,0,2
1,1,1,1,,,4,0,2,2,2,500,1,0,2,1
2,1,7,115,,,4,0,1,2,,,1,0,0,7
1,1,6,62,0,0,1,36,3,2,23,800,1,3,2,8
2,1,3,55,,,4,,2,0,,,1,0,2,8
2,1,2,184,,,4,0,3,4,,,1,0,2,4
2,1,3,232,,,4,0,2,1,,,1,0,2,3
1,1,5,20,0,0,2,5,2,2,24,500,1,0,2,3
1,1,7,281,4388204,419226,3,22,2,2,17,200,1,13,0,9
2,2,3,37,,,4,0,2,2,,,1,0,2,8
2,1,6,55,,,4,0,0,1,0,0,1,0,1,0
2,1,3,110,,,4,0,1,1,,,1,0,2,8
1,2,3,318,4597123,485278,3,88,2,2,3,404,1,0,2,2
1,1,1,137,4609700,160300,3,42,2,2,10,550,1,0,2,1
2,1,3,187,4603393,405410,4,0,2,2,,,1,0,2,8
2,1,7,121,4774859,-338776,9,0,0,0,,,1,0,0,0
2,3,3,119,,,4,0,1,1,,,1,0,2,1
2,1,6,81,,,2,,1,2,,,1,0,1,1
