AreaZone,IntersectionType,CollisionType,Municipality,Latitude,Longitude,RoadCategory,RoadNumber,TrafficRegime,NrOfTrafficLanes,UpstreamTerminalNumber,DistanceToPR,AccidentSituation,StruckWithFixedObject,StruckWithMovingObject,InitialShockPoint
2,1,6,54,,,4,0,2,2,0,0,1,0,0,3
2,1,3,181,0,0,3,50,2,2,0,0,1,13,2,5
2,1,7,59,4880840,256522,4,0,2,2,0,0,1,1,9,3
1,1,3,363,4479000,-37000,3,671,2,2,5,500,1,0,2,2
2,5,6,111,,,4,0,0,1,,,1,0,1,1
2,1,6,99,,,4,0,2,2,,,1,0,1,1
1,1,6,209,,,3,0,2,4,1,800,1,4,0,9
2,2,4,278,4815750,-168759,4,0,2,2,,,1,0,2,4
2,1,6,136,4554800,214800,4,0,2,2,0,0,1,13,1,1
2,1,6,55,,,4,0,0,0,0,0,1,0,1,0
1,1,4,640,,,1,86,3,3,59,700,1,0,2,8
2,1,6,250,0,0,3,117,2,2,6,957,1,0,1,0
2,1,4,63,,,4,0,2,2,,,1,0,2,9
2,1,1,128,4798800,-311200,3,142,2,0,0,0,1,0,2,8
2,1,2,123,,,4,0,2,2,,,1,0,2,4
2,3,3,416,,,4,0,2,2,,,1,0,2,8
2,1,3,3,4330310,347744,4,,2,1,,,1,0,2,8
2,2,2,104,,,4,0,1,2,,,1,0,2,6
1,1,7,341,4926182,591324,3,643,2,2,10,950,3,13,0,1
2,2,2,108,,,4,0,1,1,1,0,0,0,2,7
2,7,3,50,,,2,,2,4,,,1,0,2,2
2,1,1,24,0,0,2,3,2,2,0,0,1,0,2,2
2,1,3,449,,,4,0,3,2,,,1,0,2,8
2,2,5,22,4,0,2,305,3,4,7,256,1,1,2,2
2,3,6,123,,,4,0,2,2,,,1,0,2,1
2,1,3,61,,,2,0,2,2,70,560,1,0,2,3
2,4,6,25,,,3,992,1,2,,,1,0,1,1
2,1,6,415,4574652,-62609,4,0,1,1,,,1,0,1,3
1,1,6,379,4656900,530400,3,972,2,2,5,600,3,13,0,2
1,1,2,606,4919750,-123842,3,29,2,2,9,553,1,0,2,4
2,1,2,117,4928620,-13304,3,514,2,2,1,67,1,0,2,4
2,1,2,55,,,4,,2,2,,,1,0,2,4
1,1,1,360,4869800,367100,9,0,2,0,0,0,1,0,2,1
1,3,3,609,0,0,3,940,2,0,20,20,1,0,2,8
2,3,3,261,4737820,67746,4,,0,2,,,1,0,2,3
2,1,6,238,4812770,-163278,4,0,2,2,0,0,1,11,0,1
1,1,6,4,0,0,1,8,3,3,,,1,0,1,2
2,1,2,37,,,2,193,3,4,142,400,2,0,9,4
2,1,6,102,,,4,0,2,4,,,1,0,9,2
2,2,5,102,,,4,0,0,1,,,0,0,0,2
2,1,7,461,,,4,0,2,2,,,1,0,0,7
2,1,2,37,,,4,0,1,3,,,1,0,2,4
1,1,6,318,,,1,63,3,4,0,500,1,4,0,1
2,9,6,607,,,3,0,2,2,,,1,0,2,3
2,1,6,104,,,4,0,1,1,,,1,0,1,2
2,1,6,31,4515920,147621,4,,2,2,,,1,0,1,1
1,1,6,160,0,0,1,29,1,0,197,0,1,0,6,2
2,2,6,107,4886000,231479,4,,0,1,,,1,0,1,3
2,1,3,234,,,4,0,2,2,,,1,0,2,7
1,1,3,13,,,3,3,2,2,5,0,1,0,2,7
1,1,7,118,4848203,509433,3,179,2,1,7,800,3,0,0,1
2,1,3,672,,,3,0,2,2,8,400,1,0,2,2
2,1,6,172,4362310,386310,4,,2,2,,,1,0,1,1
1,1,5,90,,,1,13,1,3,34,900,1,6,2,3
2,1,6,39,4787082,-391889,6,0,0,0,,,0,0,1,4
1,1,6,48,4587900,-37700,3,124,2,0,41,500,1,6,0,2
2,1,1,218,4542240,440026,4,0,2,2,,,1,0,2,3
2,1,6,362,4296130,-7903,3,920,2,2,0,700,1,6,0,9
2,1,1,294,4371973,410953,3,110,2,2,3,630,1,1,0,1
1,1,2,91,,,1,47,3,2,5,826,1,15,2,8
2,1,1,259,0,0,3,4,3,2,0,0,1,0,2,1
2,3,3,160,5071559,161427,4,0,0,2,,,1,0,2,3
2,1,6,312,4948375,172786,4,0,1,1,,,1,0,1,5
2,1,6,1,,,4,0,2,4,1,763,1,0,2,8
2,1,2,120,,,4,0,3,2,,,1,1,2,6
2,1,2,7,4745997,-54601,4,0,2,2,,,1,0,2,4
1,1,7,82,4797530,-246405,3,129,2,2,8,500,3,13,0,2
2,1,6,280,4823174,-436985,9,0,2,2,0,0,1,0,1,2
2,1,6,29,,,4,0,1,1,,,1,0,1,1
1,1,7,492,4783060,547546,2,19,2,2,78,0,1,13,0,9
1,3,3,386,4588410,534515,3,20,2,2,17,485,1,0,2,3
2,1,2,63,,,4,0,1,3,,,1,0,2,8
2,1,5,575,,,4,0,3,2,,,1,0,2,4
1,1,6,32,4798431,-161648,3,82,2,2,59,0,1,8,0,1
2,1,1,422,4827800,166900,3,22,2,2,3,150,1,0,0,2
2,1,6,389,,,4,0,2,1,,,5,1,9,8
1,1,6,426,4835600,728000,3,424,2,0,21,500,0,0,6,3
1,1,2,235,,,2,104,3,2,43,600,1,0,2,4
2,1,2,29,,,4,0,0,2,,,1,0,2,4
2,1,2,76,,,2,0,3,3,1,0,1,0,2,4
2,2,3,108,4886900,231475,4,,2,3,,,1,0,2,0
1,9,1,220,4382860,173466,3,988,2,2,72,645,1,0,2,1
1,1,7,286,0,0,3,6,2,0,13,0,3,2,0,1
1,1,2,392,4906660,221640,2,184,3,4,12,600,1,0,2,6
1,1,3,299,0,0,3,155,2,2,71,0,1,0,2,7
2,1,5,69,,,3,0,2,2,,,1,0,2,8
2,1,6,114,,,4,0,1,1,,,1,0,1,2
2,1,6,17,,,4,,2,4,2101,24,1,15,0,3
1,1,4,55,,,1,7,3,3,279,500,1,0,2,6
2,1,7,411,,,4,0,0,0,,,4,0,0,0
2,1,6,55,,,4,0,1,0,,,1,0,2,8
2,1,6,528,,,4,0,2,2,0,1,1,0,1,2
2,3,3,10,,,2,3,2,3,12,985,1,0,2,7
1,1,7,364,4746800,377200,3,36,2,2,17,500,3,0,2,2
2,3,3,10,,,4,0,1,1,,,1,0,2,2
2,1,4,117,,,4,0,3,4,20,0,1,0,2,7
2,1,7,7,0,0,2,2,2,2,6,0,1,0,0,3
2,2,3,107,,,4,0,1,1,,,1,0,2,6
1,1,3,50,,,1,14,0,3,2,500,1,0,2,7
1,1,6,3,4355374,417492,3,979,2,2,91,900,1,10,0,1
2,1,6,88,,,4,0,1,2,,,1,1,2,1
1,1,7,81,4877400,240773,1,86,3,3,30,800,1,0,0,8
2,1,7,552,4951322,7730,4,0,2,2,,,1,0,0,0
2,2,3,46,,,3,906,2,0,,,1,0,2,2
2,6,3,16,,,4,0,2,0,,,1,0,2,3
1,1,1,38,5088619,197221,3,943,2,2,92,900,1,0,2,3
2,2,2,112,,,4,0,2,0,,,1,0,2,5
1,1,5,50,,,1,14,3,3,3,160,1,0,2,8
2,1,2,12,,,4,,1,4,2009,12,1,0,2,4
2,1,4,53,,,3,40,3,2,,,1,0,2,4
2,1,6,114,,,4,0,0,7,,,1,0,1,1
1,1,7,31,4542966,424248,3,0,2,2,7,800,3,15,0,1
2,1,6,114,,,4,0,3,5,,,1,14,0,7
2,1,7,117,,,4,0,2,3,,,1,0,0,0
1,1,3,33,0,0,3,9,2,2,0,0,1,0,2,3
2,2,3,540,4943791,110211,4,,2,0,,,,0,2,3
2,3,6,531,,,3,113,2,2,64,296,1,0,1,7
1,1,6,209,,,3,0,2,0,,,1,16,0,0
2,9,3,311,4,0,3,1498,4,3,51,200,1,12,0,8
2,6,3,90,,,3,0,2,1,,,1,0,2,6
1,1,3,448,,,1,62,3,6,9,400,1,0,2,8
2,1,1,69,,,3,0,2,2,,,1,0,2,1
1,1,3,213,,,4,0,0,0,,,1,0,6,3
1,1,1,223,0,0,3,17,2,2,0,0,1,0,2,1
2,2,3,81,4830420,403287,3,20,2,2,0,450,1,0,0,3
2,1,6,360,,,4,0,2,2,,,1,0,2,7
2,1,6,109,,,4,0,2,0,,,1,0,1,1
2,1,3,59,,,2,,3,2,,,5,0,2,7
2,2,3,20,,,4,0,1,1,,,1,0,2,3
1,1,2,173,0,0,3,82,2,2,0,0,1,0,2,7
2,2,3,557,4,0,4,0,2,2,0,0,1,7,2,2
1,1,6,291,0,0,3,797,2,0,0,0,3,13,0,9
2,1,1,411,,,2,,2,2,,,1,0,2,1
1,1,6,190,4551600,243800,3,138,2,2,0,0,3,2,0,3
2,1,6,262,,,4,,2,2,,,1,0,1,3
1,1,1,715,,,3,0,2,2,499,0,1,0,2,6
2,1,7,112,,,4,0,1,1,,,1,0,0,0
2,2,3,383,,,4,0,2,2,,,1,0,2,5
2,3,3,172,,,4,0,2,2,,,1,0,2,6
2,1,3,4,4192999,875697,2,193,1,3,2,1465,1,0,2,7
2,9,3,468,4535000,481000,3,131,3,2,0,0,1,0,2,8
2,1,3,12,,,4,103,2,2,,,1,0,2,8
2,1,2,58,,,3,0,2,2,,,3,1,0,4
2,1,6,447,,,4,0,0,0,,,0,0,1,1
2,1,6,350,,,4,0,2,2,,,1,0,0,0
2,1,3,63,,,3,991,3,3,,,1,0,2,8
2,1,6,555,,,4,0,2,2,,,1,0,2,8
1,1,6,246,4634100,246100,3,342,2,2,0,800,3,13,0,2
2,3,3,63,,,4,0,3,2,,,1,0,9,2
1,1,6,197,0,0,3,207,2,1,0,0,1,0,9,1
2,1,6,55,,,4,0,3,0,,,1,0,1,1
2,3,6,110,,,4,0,1,1,,,1,0,2,3
2,2,3,163,,,4,0,0,2,42,446,1,0,2,3
2,1,7,482,0,0,4,0,2,3,0,0,1,12,0,1
1,1,1,69,,,4,0,0,2,8,0,1,0,2,2
1,3,3,329,4739922,-67159,3,106,2,0,,,1,0,2,3
1,1,7,294,,,1,104,3,2,9,700,1,0,0,1
1,1,6,55,0,0,3,91,2,2,0,0,3,9,0,1
2,1,6,476,,,4,0,2,2,,,1,14,0,1
2,5,6,118,4889300,232739,4,,2,1,,,1,0,1,1
1,1,7,163,4635500,643600,2,5,3,2,17,900,1,0,0,9
1,1,1,322,0,0,3,1006,2,2,142,0,1,0,2,3
2,1,6,55,,,4,1,0,1,,,1,1,0,1
2,3,6,101,,,4,0,1,3,,,1,14,0,2
1,1,2,149,,,1,7,1,3,4,0,1,0,2,4
2,1,7,137,4313925,591114,4,0,2,2,,,1,0,1,2
2,3,3,214,,,4,0,2,3,0,0,1,0,2,3
2,1,6,198,,,4,0,1,2,,,1,1,2,1
2,1,6,120,,,4,0,2,1,,,1,0,1,8
1,1,1,10,4500000,394300,3,535,2,2,6,500,1,0,2,8
2,1,4,33,,,4,0,3,2,,,1,0,2,4
2,2,3,101,,,4,0,1,3,,,1,0,2,7
2,1,3,286,,,2,21,2,3,38,268,1,0,2,8
2,1,6,237,4879400,-139642,3,7,0,0,32,352,1,0,1,1
1,1,6,183,4470300,513000,3,93,2,2,26,500,1,13,0,1
1,1,4,513,0,0,1,84,3,4,208,930,1,0,2,3
2,3,3,19,,,9,0,2,2,,,1,0,2,3
2,1,3,129,,,3,0,2,2,,,1,0,2,7
2,1,6,176,,,4,0,2,2,,,1,0,2,3
2,1,3,63,,,3,0,2,2,,,1,0,9,3
2,6,1,229,0,0,3,301,1,0,0,0,1,5,9,2
2,1,5,178,0,0,4,0,2,0,0,0,1,0,0,6
2,3,3,255,5,0,9,0,2,2,0,0,1,0,2,6
2,6,3,322,,,4,0,0,0,,,1,0,2,8
2,1,2,109,,,4,,0,2,,,1,0,0,6
2,2,3,53,,,3,0,1,2,48,590,1,9,2,3
1,1,3,70,0,0,3,559,2,0,60,0,1,0,2,3
2,6,6,123,4516910,155996,3,2089,0,0,0,0,1,0,1,1
1,1,7,46,0,0,3,546,2,2,2,300,1,0,0,9
2,1,6,65,,,4,0,2,2,0,0,1,16,0,8
1,2,1,28,4475450,77333,3,660,2,2,30,227,1,0,2,3
2,1,3,555,,,4,0,2,2,,,1,0,2,3
2,1,3,116,,,4,0,1,3,,,1,0,2,5
2,1,6,109,,,4,0,2,0,,,1,0,2,4
2,1,6,111,,,4,0,2,2,,,1,1,1,0
2,1,4,108,,,4,0,2,10,,,1,0,2,4
1,1,6,35,4918030,-82410,3,13,2,2,19,336,3,13,0,2
2,3,3,69,,,2,,1,2,0,499,1,0,2,5
2,1,2,1,,,2,0,2,20,,,1,6,2,4
2,1,2,88,,,4,0,3,3,,,1,0,2,5
1,1,6,172,4359370,390613,4,,0,0,,,0,1,1,5
2,1,4,71,,,4,0,2,0,,,1,0,2,4
2,1,7,30,,,4,0,2,2,,,1,0,2,3
2,1,6,112,,,4,0,2,1,,,1,0,1,3
2,2,4,40,,,4,0,2,2,,,1,0,2,6
1,1,5,360,0,0,4,0,0,0,0,0,1,0,9,1
1,1,1,97,4,0,3,5,0,2,51,480,1,0,2,3
2,1,6,33,,,4,0,2,4,,,1,0,2,1
2,2,3,33,,,4,0,2,2,,,2,0,2,7
2,2,3,111,,,4,0,2,1,,,1,0,2,6
2,1,7,471,0,0,3,512,0,1,0,0,1,0,0,0
2,1,7,3,,,4,0,2,0,,,1,1,0,1
2,6,6,109,,,4,,1,2,,,1,0,1,1
2,1,6,116,,,4,0,1,2,15,150,1,12,2,7
2,5,7,118,,,4,0,1,2,,,1,0,0,0
1,1,5,46,0,0,3,33,2,2,12,600,1,0,9,4
2,1,6,672,,,4,0,3,4,,,1,0,1,2
1,1,6,57,4771600,681900,3,13,2,2,5,250,3,2,0,7
2,3,2,59,,,3,25,0,0,,,1,15,2,5
1,1,6,116,4442900,473800,1,7,1,3,130,900,1,0,6,2
2,9,6,41,,,6,0,2,1,,,1,0,9,2
2,1,6,28,,,2,,0,0,,,1,0,1,1
2,1,1,73,4914000,680000,2,3,2,0,68,350,1,0,2,1
2,1,6,189,,,2,0,2,2,,,1,0,1,0
2,1,3,183,0,0,9,0,2,0,0,0,0,0,2,8
2,1,6,88,,,4,0,2,3,,,1,0,2,3
1,1,7,47,5002543,266815,3,20,3,2,4,600,0,9,0,1
2,2,6,119,,,4,0,2,2,,,0,0,1,2
1,1,2,165,0,0,1,7,3,3,90,700,1,0,2,6
2,1,7,55,,,4,0,2,3,,,1,0,1,1
2,1,1,98,,,9,0,2,2,,,1,0,2,1
1,6,3,6,4368600,421400,3,979,2,0,75,3,1,0,2,3
1,1,7,18,0,0,3,504,2,3,2,500,1,0,0,0
2,2,3,7,,,4,0,1,1,0,562,0,0,2,8
2,4,3,121,,,2,0,2,2,,,1,0,2,7
2,1,3,415,,,4,0,1,1,3,0,1,0,2,8
2,1,6,273,4,-,3,817,2,2,41,200,1,0,1,2
1,1,5,18,4499600,374500,3,589,2,2,43,900,0,0,2,8
2,1,1,555,,,4,0,2,4,,,1,0,2,0
2,3,1,4,,,9,0,0,2,,,1,0,2,1
2,1,7,32,,,4,0,2,2,,,1,0,0,7
2,3,3,286,,,2,21,2,2,38,16,1,0,2,3
2,1,6,350,,,4,0,2,2,,,4,1,0,1
2,6,3,31,,,2,0,2,2,,,1,0,2,7
1,1,7,137,,,1,50,3,3,67,850,1,4,0,8
2,1,2,118,,,4,0,2,3,,,1,0,2,4
2,1,6,425,4763000,434900,3,905,2,0,11,800,4,2,0,1
2,3,3,55,,,4,0,3,6,,,1,15,2,3
2,3,3,261,,,9,0,3,4,,,1,0,2,8
2,1,6,110,,,4,0,1,1,,,1,0,1,4
2,1,6,19,4839068,-450656,9,0,0,2,,,1,3,0,2
2,1,2,4,,,3,0,2,2,,,1,0,2,4
1,1,3,68,0,0,3,14,2,2,0,0,1,0,2,7
2,2,3,55,,,4,1,1,0,,,1,1,2,7
2,1,6,45,4748120,118772,3,751,2,2,50,500,1,0,1,3
2,1,2,112,4883230,238917,4,,3,2,,,1,0,2,3
2,1,4,261,4742030,69420,4,0,2,0,0,0,1,0,2,4
2,5,3,107,,,4,0,1,1,1,0,1,0,2,5
2,2,3,181,,,9,0,2,2,,,1,0,2,1
2,1,3,389,,,4,0,2,2,,,1,0,2,6
1,1,7,231,0,0,1,71,3,2,150,400,3,13,0,8
2,6,3,122,,,4,0,0,1,,,0,0,2,0
1,1,1,295,0,0,3,311,2,2,,,1,0,2,3
2,1,6,103,4885890,236064,4,,1,1,,,1,0,1,2
2,2,5,79,,,4,0,2,2,,,1,0,2,9
2,1,6,209,,,4,0,2,2,,,1,12,2,8
2,1,6,555,,,4,0,2,2,,,1,0,2,7
2,1,7,16,,,4,0,1,1,,,1,0,0,0
1,1,4,278,,,2,0,3,2,,,1,0,2,4
2,6,3,64,0,0,4,1,2,1,,,1,0,2,5
1,1,1,146,0,0,2,22,2,2,1,500,1,0,2,1
1,1,6,27,4892930,236153,1,1,3,6,3,300,1,3,0,3
2,3,3,120,,,4,0,0,0,,,1,0,2,1
2,1,2,73,,,4,0,0,1,,,1,0,2,2
1,1,6,81,,,1,6,3,3,450,500,1,0,9,1
1,1,2,51,4359440,517145,1,7,3,3,239,285,1,3,2,4
1,1,4,339,,,2,20,3,2,12,0,1,0,2,4
2,1,3,4,,,4,0,2,0,,,1,0,2,2
2,1,6,260,4836034,632501,3,32,2,2,2,720,1,0,0,3
2,2,3,115,,,4,0,0,2,,,0,0,2,8
1,1,1,518,0,0,3,17,2,2,30,0,1,0,2,3
1,1,1,206,0,0,3,7,2,2,30,800,1,0,2,1
2,1,3,279,4723135,206112,3,2020,2,2,5,580,1,0,2,5
1,1,6,404,,,3,0,3,4,0,1,3,13,0,2
1,1,7,73,4781400,-114800,3,11,2,2,18,700,1,13,0,1
1,1,6,579,5,0,3,52,2,0,11,400,3,13,0,1
1,1,6,228,0,0,3,7,2,2,0,0,3,13,0,2
1,1,7,317,,,4,0,2,2,,,0,0,0,1
2,3,5,37,,,2,0,2,1,110,960,1,0,2,8
2,3,7,32,4334422,323034,3,28,2,2,1,50,1,0,1,1
2,1,3,63,,,4,0,3,6,,,1,0,2,2
2,1,6,11,0,0,3,901,2,2,0,0,1,0,1,2
2,1,3,347,,,3,133,3,2,1,500,1,0,2,9
1,1,4,73,4876970,238025,1,86,3,3,32,906,1,1,2,4
2,1,6,238,4808750,-164246,4,0,1,1,0,0,1,0,1,5
2,2,3,218,4526180,423310,4,0,1,2,,,1,0,2,8
1,1,6,4,4521600,546900,1,49,3,2,19,400,2,3,0,3
2,9,2,614,0,0,3,11,2,2,8,200,1,0,9,4
2,1,6,328,,,4,0,2,2,,,1,6,0,3
2,1,2,55,,,4,0,2,2,,,1,0,2,4
1,1,6,338,0,0,3,620,2,2,12,700,3,16,0,2
2,3,6,63,,,4,0,2,10,,,1,0,2,5
1,1,7,306,4858553,-195262,3,137,3,4,108,50,3,13,0,1
1,1,2,463,,,4,0,3,4,,,1,0,2,4
2,2,3,350,,,4,0,0,2,,,0,0,2,7
1,1,3,141,4961900,40800,3,910,2,2,0,0,1,0,2,3
2,3,6,21,,,4,0,2,2,,,1,0,2,8
1,3,3,367,,,4,0,2,2,,,1,0,2,2
1,1,7,192,0,0,3,973,2,1,29,900,1,0,0,8
2,3,6,63,,,4,,3,7,,,1,8,0,1
2,1,7,278,,,4,0,2,2,,,1,6,0,1
2,9,6,146,4771600,195000,3,17,2,2,0,0,4,6,0,2
2,1,6,194,,,3,910,3,4,54,925,1,3,0,1
2,1,3,512,,,4,0,2,2,,,1,15,0,3
1,1,7,634,0,0,1,10,0,0,11,100,3,13,0,1
2,3,4,32,,,4,0,2,3,,,1,14,0,6
2,1,3,4,4192694,872989,4,,2,2,,,0,0,2,3
1,1,3,336,0,0,3,131,2,2,0,500,1,0,2,3
2,1,6,33,,,4,0,2,2,,,1,0,1,1
1,1,7,6,,,1,0,0,6,0,300,1,0,0,0
2,1,4,33,,,4,0,2,2,,,1,0,2,4
2,1,6,112,,,4,0,1,1,,,1,12,2,7
2,2,3,383,,,4,0,1,1,,,1,0,2,7
2,1,2,103,4845600,-424800,3,712,2,2,0,0,1,0,2,4
2,1,7,470,0,0,9,0,2,2,0,0,1,0,0,8
2,1,5,57,,,4,0,2,3,,,1,0,2,5
2,6,3,187,4603208,406806,4,0,2,2,,,1,0,2,7
2,2,3,88,,,2,0,0,2,,,0,0,2,8
2,2,6,54,4874760,241784,4,,2,2,,,1,0,1,8
2,1,2,91,0,0,3,3,2,2,0,0,1,0,2,4
2,1,3,353,4744089,-48973,4,0,2,2,,,1,0,2,3
1,1,3,340,,,2,104,3,4,37,0,1,0,2,8
1,1,6,66,0,0,3,534,2,2,8,800,3,2,0,1
2,2,3,27,,,4,0,2,2,,,1,1,2,1
1,1,6,450,0,0,4,0,2,0,0,0,1,0,0,1
2,2,3,440,4322419,6840,4,0,2,2,,,1,0,2,3
2,2,6,32,,,4,0,1,1,,,1,0,2,4
1,1,2,59,4742300,294600,1,77,3,4,101,975,1,0,2,6
2,6,3,842,,,4,0,2,2,,,1,0,9,8
1,1,6,228,,,2,449,3,6,0,50,1,12,2,5
1,1,2,545,,,3,0,2,2,21,650,1,0,2,4
2,1,7,172,,,4,0,1,1,,,1,14,0,1
2,1,1,55,,,4,0,4,4,0,0,1,0,2,3
2,2,3,21,,,4,0,2,4,,,1,0,2,7
2,3,3,18,,,4,0,2,2,,,1,0,2,7
2,1,2,388,,,9,0,1,2,,,1,0,2,4
2,1,6,85,,,4,0,2,2,,,1,0,0,5
2,3,3,55,,,2,0,2,1,,,1,0,2,3
2,6,6,55,,,4,0,2,2,,,1,0,1,1
1,1,3,18,,,1,15,3,6,7,200,1,0,2,7
2,2,1,63,,,4,0,2,1,,,1,0,2,1
2,6,3,19,,,4,0,2,0,,,1,0,2,9
1,2,3,1,,,3,0,2,2,,,1,0,2,3
2,1,2,61,4343179,673354,4,0,1,1,,,1,14,2,6
2,1,6,157,,,3,0,2,2,,,1,11,0,1
2,1,6,51,,,3,0,2,2,,,1,11,0,3
1,1,1,143,,,3,0,2,0,,,1,0,2,0
2,4,6,7,4907970,-70799,3,71,2,2,10,209,3,6,0,2
2,1,6,110,,,4,0,2,4,,,1,7,0,1
1,1,1,116,4604800,625400,2,203,2,2,17,100,1,0,2,1
2,1,6,113,,,4,0,1,4,,,1,0,1,4
1,1,5,389,5010900,320700,3,,2,2,8,700,1,0,2,8
1,1,7,722,,,2,,3,2,17,0,1,3,0,1
2,2,3,547,,,4,0,2,4,,,1,0,2,8
2,1,3,88,,,4,0,1,1,,,1,0,2,2
1,1,2,258,,,1,23,0,4,10,200,0,0,0,0
2,1,3,176,,,3,0,2,2,,,1,0,2,3
2,6,6,15,4565116,11959,3,72,1,1,15,250,1,0,2,1
2,1,6,500,0,0,3,90,2,0,27,200,1,15,0,1
2,1,6,519,,,4,0,2,2,,,3,16,0,0
2,2,5,19,4840711,-450164,9,0,2,2,,,1,0,2,6
2,2,2,33,,,4,0,2,2,1,0,1,0,2,5
2,1,5,555,,,4,0,1,2,,,1,9,2,8
2,3,3,330,,,4,0,2,1,1,0,1,0,2,3
1,1,2,55,0,0,1,7,0,3,274,0,1,0,0,4
2,1,3,238,4810450,-166426,4,0,2,2,0,0,1,0,2,6
2,7,1,117,,,4,0,2,0,,,1,0,2,1
2,1,6,32,4380971,464101,4,0,2,2,0,0,1,10,0,1
1,1,4,266,,,3,383,3,3,3,600,1,0,2,4
1,1,4,135,0,0,3,916,2,0,0,0,1,0,2,4
2,1,3,41,4,0,3,51,2,2,1,375,1,0,2,7
1,1,1,152,4753900,169200,3,923,2,2,26,260,1,0,2,1
2,2,3,27,,,4,0,2,2,,,1,0,2,8
1,1,6,284,4487872,185511,4,0,0,0,0,0,1,6,0,1
2,1,1,172,4359700,388495,4,0,2,2,,,1,0,2,3
2,1,3,304,0,0,4,0,2,2,0,0,1,0,2,8
2,1,5,129,,,2,0,2,0,34,347,1,1,2,8
2,2,3,112,,,4,0,2,2,,,1,0,2,7
1,1,7,270,0,0,9,0,0,0,0,0,1,0,0,3
2,2,6,53,,,4,0,2,2,,,1,0,1,1
1,1,3,223,4762200,122000,1,10,3,3,158,500,1,0,2,8
2,1,3,94,4,-,3,202,1,1,0,0,1,0,2,8
2,1,3,56,,,4,,0,0,,,1,0,2,0
2,1,6,63,,,4,0,2,3,,,1,0,1,3
2,2,3,256,,,4,0,2,2,0,0,1,0,2,7
2,1,6,181,,,9,0,1,2,2,0,1,0,1,2
2,1,7,209,,,3,0,2,2,,,1,0,0,1
2,1,3,185,,,4,0,1,3,,,1,0,2,4
2,1,3,55,,,4,0,2,4,0,0,1,0,2,3
2,3,6,116,,,4,0,2,2,,,1,0,1,3
2,3,2,32,,,4,0,2,2,,,1,0,2,4
1,1,3,388,,,2,383,1,4,11,500,1,0,2,8
2,1,7,110,,,4,0,1,1,,,1,0,0,7
2,1,6,183,,,4,0,2,2,,,1,11,0,3
2,1,3,112,,,4,0,2,3,,,5,0,2,7
1,1,2,299,4330100,327600,3,37,2,2,37,300,1,0,9,6
2,1,6,110,,,4,0,1,2,,,5,12,0,7
2,1,1,130,4189300,881600,3,,2,0,0,0,1,0,2,1
2,3,3,14,,,4,0,3,2,,,4,0,2,3
2,1,2,46,,,3,0,2,4,,,1,0,2,4
2,2,3,722,,,4,0,2,1,,,0,0,2,7
2,1,2,279,,,2,0,2,2,1,0,1,0,2,4
2,1,6,31,4403212,503128,4,0,2,1,,,1,0,1,1
2,1,6,310,,,4,0,1,1,18,101,1,0,1,8
2,1,6,218,4543787,439365,4,0,1,2,,,1,8,1,1
1,1,1,184,4819986,-208612,2,164,2,2,2,200,3,0,2,3
1,1,7,161,4598100,415000,3,9,2,2,30,400,3,16,6,9
2,1,6,17,4880420,254645,4,0,2,2,1,0,1,0,1,1
2,1,6,286,,,4,0,3,2,,,1,0,1,1
2,1,6,130,0,0,3,606,2,2,104,200,1,0,1,2
2,1,2,540,,,4,0,1,1,,,1,0,2,8
1,6,3,126,4583760,84163,3,208,2,2,2,828,0,0,2,8
2,1,5,88,,,4,0,2,2,,,1,0,2,9
2,4,3,106,,,4,0,1,1,,,1,0,2,8
2,1,1,114,,,4,0,2,3,,,1,0,2,3
2,1,6,821,0,0,4,0,2,2,0,0,3,2,0,2
2,2,3,88,,,4,0,1,1,,,1,7,2,8
1,2,3,326,4843572,-242666,3,55,2,2,6,0,0,0,2,3
2,1,6,189,4382552,436040,4,0,2,2,,,1,0,1,1
1,1,3,682,4930300,20800,3,675,2,2,9,700,0,0,2,5
1,1,1,50,0,0,3,901,3,2,25,100,1,0,2,3
2,1,1,100,0,0,3,7,2,2,0,0,1,15,2,7
1,1,1,44,0,0,3,972,2,0,0,0,3,0,2,2
2,3,6,2,,,3,0,2,2,,,1,0,1,1
2,1,5,55,,,4,0,2,2,,,1,0,2,4
2,1,6,447,,,4,0,2,2,,,1,0,1,1
2,1,3,304,4365753,-144370,4,0,2,2,0,0,1,0,9,8
2,2,3,103,4942280,113078,4,0,2,2,,,1,0,2,2
1,1,2,528,0,0,1,31,3,2,226,800,1,0,2,5
1,1,3,246,4657000,85600,3,951,2,0,0,0,1,0,2,2
2,2,3,62,,,3,104,2,3,,,1,0,2,8
2,1,1,300,,,4,0,2,2,,,1,1,2,1
2,1,1,55,,,4,1,2,0,,,1,0,2,3
2,3,6,55,,,4,,1,0,,,1,0,2,9
2,2,3,72,,,3,0,3,4,,,1,7,2,1
1,1,1,34,4378143,455321,3,38,2,0,8,0,1,0,9,8
2,1,3,555,,,4,0,2,2,,,1,0,2,3
2,1,2,259,,,4,0,2,2,,,1,0,2,0
2,1,7,119,,,4,0,1,4,25,800,1,0,0,8
2,1,5,51,,,4,0,2,0,,,1,0,2,4
2,1,6,448,4,0,4,0,2,2,0,0,1,0,1,8
2,1,1,42,0,0,4,0,2,2,,,1,0,2,1
1,1,1,532,4724400,516700,3,31,2,2,0,0,1,0,2,1
